gene_id	gene_short_name	chr	gene_biotype	genotype_Cdh2_Cdh2KO_Clone1vsCdh2Het_l2fc	genotype_Cdh2_Cdh2KO_Clone1vsCdh2Het_padj	genotype_Cdh2_Cdh2KO_Clone1vsCdh2Het_signif	genotype_Cdh2_Cdh2KO_Clone2vsCdh2Het_l2fc	genotype_Cdh2_Cdh2KO_Clone2vsCdh2Het_padj	genotype_Cdh2_Cdh2KO_Clone2vsCdh2Het_signif	genotype_Snai1_Snai1KO_Clone1vsWT_l2fc	genotype_Snai1_Snai1KO_Clone1vsWT_padj	genotype_Snai1_Snai1KO_Clone1vsWT_signif	genotype_Snai1_Snai1KO_Clone2vsWT_l2fc	genotype_Snai1_Snai1KO_Clone2vsWT_padj	genotype_Snai1_Snai1KO_Clone2vsWT_signif
ENSMUSG00000026664	Phyh	chr2	protein_coding	-0.0731493133276422	0.911393844331752	FALSE	0.119238088049493	0.999999618177928	FALSE	0.997336467585359	1.11111643379176e-09	FALSE	1.21393968089585	3.93043462821578e-15	TRUE
ENSMUSG00000026668	Ucma	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	2.98735633091586	NA	FALSE
ENSMUSG00000026669	Mcm10	chr2	protein_coding	-0.171926645261166	0.0442377271777608	FALSE	0.0834791635713482	0.856479830094471	FALSE	-0.132988202728571	0.0511300401911486	FALSE	-0.154699454092433	0.0261053303238964	FALSE
ENSMUSG00000026672	Optn	chr2	protein_coding	-0.114309059644426	0.861924398275379	FALSE	-0.0607687000437429	0.999999618177928	FALSE	0.701908722317576	1.68201770197748e-06	FALSE	1.149955558516	2.38759245676328e-19	TRUE
ENSMUSG00000026676	Ccdc3	chr2	protein_coding	0.151066904205238	NA	FALSE	0.627945259608227	NA	FALSE	1.18869028211884	2.24721108279126e-08	TRUE	1.64697454908438	1.50565500714374e-17	TRUE
ENSMUSG00000039145	Camk1d	chr2	protein_coding	-0.16544794087866	0.898399367171985	FALSE	0.212917713162495	0.999999618177928	FALSE	1.36044419775872	1.93057150598956e-06	TRUE	1.57753587708579	5.31104827160027e-09	TRUE
ENSMUSG00000039128	Cdc123	chr2	protein_coding	0.03541568259153	0.864662488758195	FALSE	-0.0413584789318017	0.999999618177928	FALSE	-0.0300565808364922	0.774449738748998	FALSE	-0.0889699919292849	0.335191635234157	FALSE
ENSMUSG00000025817	Nudt5	chr2	protein_coding	-0.190458193892942	0.0566289702900603	FALSE	-0.0129545017520087	0.999999618177928	FALSE	-0.0493963039058793	0.575263000901285	FALSE	-0.115145366045504	0.142424905536366	FALSE
ENSMUSG00000056718	Gm13199	chr2	protein_coding	-1.10427449032497	NA	FALSE	0.169537765249424	NA	FALSE	-0.662487418427715	0.720625878108203	FALSE	-1.0907094389617	0.552074246396905	FALSE
ENSMUSG00000025816	Sec61a2	chr2	protein_coding	-0.097007006255381	0.631644450880784	FALSE	-0.114073506851826	0.906198808965997	FALSE	0.230155594637142	0.0073202394991557	FALSE	0.0372786579285119	0.76221395275156	FALSE
ENSMUSG00000025815	Dhtkd1	chr2	protein_coding	-0.147429672497569	0.7586586336832	FALSE	-0.0118075360572519	0.999999618177928	FALSE	0.0660385734937268	0.770951307455729	FALSE	0.0103109410910561	0.967620717416671	FALSE
ENSMUSG00000043241	Upf2	chr2	protein_coding	0.00827873355605934	0.979869163854602	FALSE	-0.0409758332667816	0.999999618177928	FALSE	0.0357741054268844	0.756745288677779	FALSE	0.0781231242345503	0.456604180634421	FALSE
ENSMUSG00000045319	Proser2	chr2	protein_coding	0.0156202967979818	0.990711250028378	FALSE	0.00414640677758424	0.999999618177928	FALSE	0.448255663642248	0.35237452941079	FALSE	0.835741850394475	0.0316825972852576	FALSE
ENSMUSG00000039063	Echdc3	chr2	protein_coding	-0.905042811870916	NA	FALSE	-0.532560597639819	NA	FALSE	-0.0560189986138027	0.977557708218642	FALSE	0.306815037960544	0.845408572282666	FALSE
ENSMUSG00000118578	AL845275.1	chr2	protein_coding	-2.56270937716345	NA	FALSE	-1.42849394943709	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000039046	Usp6nl	chr2	protein_coding	-0.0532422732587527	0.808657590440949	FALSE	0.0434947246303218	0.999999618177928	FALSE	0.136910578715693	0.166892951672154	FALSE	-0.0104634940270347	0.942987448317555	FALSE
ENSMUSG00000002107	Celf2	chr2	protein_coding	0.270372384777966	0.27717545117678	FALSE	-0.0193794799004942	0.999999618177928	FALSE	0.714483016136511	2.23413122834625e-08	FALSE	0.716316908110397	2.04202220373204e-08	FALSE
ENSMUSG00000015619	Gata3	chr2	protein_coding	0.38567603050301	NA	FALSE	0.256261334059647	NA	FALSE	-4.38205228518485	NA	FALSE	-3.11946991985139	NA	FALSE
ENSMUSG00000025783	4930412O13Rik	chr2	protein_coding	0.343667842318923	NA	FALSE	-1.12978599094491	NA	FALSE	0.0689373003234651	NA	FALSE	0.0325218432919309	NA	FALSE
ENSMUSG00000079602	9230102O04Rik	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000025782	Taf3	chr2	protein_coding	0.107987771377417	0.69089645179183	FALSE	0.00746434942694068	0.999999618177928	FALSE	-0.188565943168652	0.238421119585518	FALSE	-0.0250893495302658	0.899244164351668	FALSE
ENSMUSG00000025781	Atp5c1	chr2	protein_coding	-0.120093128516121	0.168656782694767	FALSE	-0.0911007145384737	0.70277482772668	FALSE	0.112868065605991	0.0434414033975182	FALSE	0.141839703570968	0.0135156611012699	FALSE
ENSMUSG00000037262	Kin	chr2	protein_coding	0.146248039167746	0.656435551605416	FALSE	0.0182085774460961	0.999999618177928	FALSE	-0.0828692037969766	0.69435258339353	FALSE	-0.0948863636312162	0.635937714094065	FALSE
ENSMUSG00000037254	Itih2	chr2	protein_coding	0.374752953283669	NA	FALSE	1.4743244069314	NA	FALSE	NA	NA	FALSE	-0.0261302477131162	NA	FALSE
ENSMUSG00000025780	Itih5	chr2	protein_coding	0.415311147166507	0.00171813362112781	FALSE	-0.368678903433233	0.0609028666643725	FALSE	-0.344331844847534	0.853795454880334	FALSE	0.952571585073672	0.436265624859321	FALSE
ENSMUSG00000061186	Sfmbt2	chr2	protein_coding	0.131612918280286	0.866841295430661	FALSE	-0.179389351714409	0.999999618177928	FALSE	-0.409986751383993	0.460942681733495	FALSE	-0.441056504130778	0.408197412141987	FALSE
ENSMUSG00000026778	Prkcq	chr2	protein_coding	0.11515193362641	NA	FALSE	-0.324868668227989	NA	FALSE	-0.521971182601189	0.662485258851169	FALSE	-0.389497926885048	0.739733610855073	FALSE
ENSMUSG00000026773	Pfkfb3	chr2	protein_coding	0.167056358072907	0.563094533242098	FALSE	0.0896790242432344	0.999999618177928	FALSE	-0.252020617451923	0.116213026097578	FALSE	-0.266741610789392	0.0906115560625826	FALSE
ENSMUSG00000037197	Rbm17	chr2	protein_coding	-0.0351949744832546	0.847023981916689	FALSE	-0.0404291562912016	0.999999618177928	FALSE	-0.103994899789372	0.131113640357604	FALSE	-0.127773413060903	0.0657023331482791	FALSE
ENSMUSG00000091312	Gm17490	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026770	Il2ra	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	2.44620772786566	NA	FALSE	NA	NA	FALSE
ENSMUSG00000023206	Il15ra	chr2	protein_coding	0.0517234245413047	NA	FALSE	1.21619729097472	NA	FALSE	3.71131281871251	0.000111262685452157	TRUE	4.43407950866335	1.76371539148608e-07	TRUE
ENSMUSG00000058594	Fbh1	chr2	protein_coding	0.0354487575284436	0.899078683781476	FALSE	-0.0115160222887958	0.999999618177928	FALSE	0.130539652147712	0.151988213390537	FALSE	0.165504251011257	0.0618547548985446	FALSE
ENSMUSG00000047909	Ankrd16	chr2	protein_coding	0.0820912904718815	0.847023981916689	FALSE	0.0330212792020057	0.999999618177928	FALSE	0.0233042801283189	0.923299492703686	FALSE	-0.328829272181386	0.0640512200351905	FALSE
ENSMUSG00000026768	Itga8	chr2	protein_coding	0.317372677585802	0.81668137864501	FALSE	0.321632337691045	0.999999618177928	FALSE	-2.97623759256472	6.86678162460511e-27	TRUE	-1.93344637233974	6.41598566917237e-17	TRUE
ENSMUSG00000026767	Mindy3	chr2	protein_coding	-0.128555796072802	0.709277865417762	FALSE	0.0149229335765964	0.999999618177928	FALSE	0.0904802745300762	0.607773395602193	FALSE	-0.182930881886539	0.24634220634113	FALSE
ENSMUSG00000026730	Pter	chr2	protein_coding	0.0809684427011774	0.923311774158847	FALSE	0.150321202332753	0.999999618177928	FALSE	0.0542248702444429	0.882530819338045	FALSE	0.249379241780905	0.379198155896426	FALSE
ENSMUSG00000049630	C1ql3	chr2	protein_coding	-0.666233243565731	NA	FALSE	-3.55900706807299	NA	FALSE	3.33642950661407	0.206755651903896	FALSE	-0.0261302477131162	NA	FALSE
ENSMUSG00000026727	Rsu1	chr2	protein_coding	0.206330677235462	0.389921385538375	FALSE	-0.0350336367276652	0.999999618177928	FALSE	0.0687649689425545	0.715158833399448	FALSE	0.0697674289600995	0.705201154210707	FALSE
ENSMUSG00000026726	Cubn	chr2	protein_coding	1.69341111423204	0.772888383630711	FALSE	0.516003068619151	0.999999618177928	FALSE	-0.623825819163202	0.28758798048161	FALSE	0.630867986504662	0.200693731820762	FALSE
ENSMUSG00000026723	Trdmt1	chr2	protein_coding	-0.0272755606672995	0.981360785433491	FALSE	0.0636891281980214	0.999999618177928	FALSE	0.704441457112044	0.01627084394394	FALSE	0.654024940049601	0.0262637360078615	FALSE
ENSMUSG00000026728	Vim	chr2	protein_coding	0.0788760168518697	0.614448248236685	FALSE	0.0796426676279135	0.999999618177928	FALSE	0.850150399047884	1.75908284949605e-49	FALSE	0.918390237281776	1.41168727860566e-50	FALSE
ENSMUSG00000003418	St8sia6	chr2	protein_coding	-1.43767629120177	NA	FALSE	0.270804885457755	NA	FALSE	1.27837613805774	0.084133058733898	FALSE	1.15142564279845	0.131469711321296	FALSE
ENSMUSG00000063275	Hacd1	chr2	protein_coding	-0.0962365117300593	0.891040672351478	FALSE	0.114117851595804	0.999999618177928	FALSE	-0.147009302621247	0.602024112581189	FALSE	0.0438300133108925	0.888614276944554	FALSE
ENSMUSG00000026718	Stam	chr2	protein_coding	0.0336057139704628	0.917998067292398	FALSE	-0.0705606450866919	0.999999618177928	FALSE	-0.0934022867723441	0.42515477633416	FALSE	-0.171265836523177	0.110291351974442	FALSE
ENSMUSG00000061531	Tmem236	chr2	protein_coding	-0.216052512709107	NA	FALSE	-1.08113773744308	NA	FALSE	-2.4118989724979	NA	FALSE	-2.55544166231309	NA	FALSE
ENSMUSG00000026712	Mrc1	chr2	protein_coding	-0.654248901221273	NA	FALSE	-0.0734199228016862	NA	FALSE	-0.728529319486694	0.504902619587124	FALSE	-1.40629778551782	0.182931251281663	FALSE
ENSMUSG00000036949	Slc39a12	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000057914	Cacnb2	chr2	protein_coding	0.620352819119469	NA	FALSE	0.827165077088599	NA	FALSE	0.891863482302915	0.144843475350511	FALSE	0.5508724956328	0.433897835975339	FALSE
ENSMUSG00000026707	Nsun6	chr2	protein_coding	-0.196142185390569	0.650201812893299	FALSE	-0.232405542643107	0.974931202135469	FALSE	0.228559339606716	0.359803628594097	FALSE	-0.0168057931712585	0.960839001499879	FALSE
ENSMUSG00000017418	Arl5b	chr2	protein_coding	0.214802547530875	0.00141611126409322	FALSE	0.102847697498887	0.684248877006832	FALSE	-0.476309994663114	2.53841093790933e-14	FALSE	-0.5288329704361	9.75495076472017e-15	FALSE
ENSMUSG00000075520	Malrd1	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	2.52026930298221	NA	FALSE
ENSMUSG00000026748	Plxdc2	chr2	protein_coding	0.266755211293499	0.180860799381205	FALSE	-0.0928845381940473	0.999999618177928	FALSE	-0.290744838858803	0.0423175953537714	FALSE	-0.604338524786499	7.55289144128767e-06	FALSE
ENSMUSG00000053702	Nebl	chr2	protein_coding	-0.626846262556697	0.684527238583683	FALSE	-0.168325151105098	NA	FALSE	1.44440789982273	0.00370783203206043	TRUE	0.815527777845213	0.190590624318817	FALSE
ENSMUSG00000062651	H2al2a	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000054057	A930004D18Rik	chr2	protein_coding	-0.168175815448796	0.889482606235559	FALSE	0.178134931675849	0.999999618177928	FALSE	1.50667395022749	3.68918747471609e-05	TRUE	0.716950556802171	0.137900114034256	FALSE
ENSMUSG00000054074	Skida1	chr2	protein_coding	-0.156913930300437	0.696022287164546	FALSE	-0.121420337275229	0.999999618177928	FALSE	1.30668293489328	2.09087628610356e-06	TRUE	0.212379796144781	0.647303237042114	FALSE
ENSMUSG00000026743	Mllt10	chr2	protein_coding	-0.00766814945873344	0.976681553063075	FALSE	-0.00363363160775941	0.999999618177928	FALSE	0.179818738963471	0.0253052429909361	FALSE	-0.0890408664872758	0.349349689497194	FALSE
ENSMUSG00000026740	Dnajc1	chr2	protein_coding	0.241338087597853	0.159164708711063	FALSE	-0.195240638677626	0.768109410688717	FALSE	-0.108688090896601	0.582614964806037	FALSE	-0.0268334324517222	0.906185820142342	FALSE
ENSMUSG00000051154	Commd3	chr2	protein_coding	0.0174486654272754	0.963150027907423	FALSE	-0.166607504787563	0.712469263798959	FALSE	0.283251710997075	0.00762350412958403	FALSE	0.227284218539832	0.0434569616591658	FALSE
ENSMUSG00000026739	Bmi1	chr2	protein_coding	0.0768032180091336	0.656913734412635	FALSE	-0.0699328963580989	0.999999618177928	FALSE	-0.0383289978926133	0.8391476822545	FALSE	-0.333152943984959	0.0167012342890548	FALSE
ENSMUSG00000037708	Spag6	chr2	protein_coding	0.00610571364463034	0.999168371690451	FALSE	-0.348077898362203	0.999999618177928	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000097638	Carlr	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026737	Pip4k2a	chr2	protein_coding	0.399579178400563	0.0833507248413414	FALSE	-0.0284964397457962	0.999999618177928	FALSE	0.591282290818402	0.00815163996129313	FALSE	0.452367370336297	0.0556745590285707	FALSE
ENSMUSG00000037683	Armc3	chr2	protein_coding	-0.286460331407384	NA	FALSE	NA	NA	FALSE	-0.897480130772788	NA	FALSE	1.02369518413534	NA	FALSE
ENSMUSG00000023094	Msrb2	chr2	protein_coding	-0.287464490511932	0.863915045183776	FALSE	-0.29095690949756	0.999999618177928	FALSE	1.0071809453576	0.00854488037250165	TRUE	0.872925128808159	0.0242493386477433	FALSE
ENSMUSG00000026735	Ptf1a	chr2	protein_coding	-3.02126246547107	NA	FALSE	-1.88806056505311	NA	FALSE	0.378002827376613	0.908092780613635	FALSE	-2.15551593611356	NA	FALSE
ENSMUSG00000026734	4921504E06Rik	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000043415	Otud1	chr2	protein_coding	-0.287036484848226	0.845006759340219	FALSE	0.135252007023694	0.999999618177928	FALSE	0.381806487193208	0.416230656419906	FALSE	0.65662187657531	0.0919815419778558	FALSE
ENSMUSG00000036617	Etl4	chr2	protein_coding	-0.0662062640311139	0.828447430891096	FALSE	0.0110839697257513	0.999999618177928	FALSE	0.762263758276863	1.08248977350475e-16	FALSE	0.781146400973632	4.96507647750765e-18	FALSE
ENSMUSG00000036591	Arhgap21	chr2	protein_coding	-0.0926735399828415	0.452766087274768	FALSE	-0.0829007248925683	0.924033065889209	FALSE	0.11323731756608	0.131799855876265	FALSE	0.0131145356824571	0.908271803064778	FALSE
ENSMUSG00000026679	Enkur	chr2	protein_coding	-0.246544615268127	NA	FALSE	-0.386584503422891	NA	FALSE	0.821083620541908	0.756586756404496	FALSE	0.24776354504751	NA	FALSE
ENSMUSG00000048550	Thnsl1	chr2	protein_coding	-0.142925591114203	0.73058606132464	FALSE	-0.230348859664276	0.90110932681422	FALSE	0.692766430213915	1.7507011746542e-05	FALSE	0.576555538539806	0.000537166601357281	FALSE
ENSMUSG00000045967	Gpr158	chr2	protein_coding	0.278374423808439	NA	FALSE	-2.61146184606488	NA	FALSE	1.02306070310166	NA	FALSE	0.0325218432919309	NA	FALSE
ENSMUSG00000025716	Myo3a	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	3.14980275391799	0.0311917753327168	TRUE	3.29384146734718	0.0188803580674603	TRUE
ENSMUSG00000026787	Gad2	chr2	protein_coding	-0.426125814097782	NA	FALSE	0.297940431204461	NA	FALSE	2.79544410784826	0.0001046609256909	TRUE	2.6876962189811	0.00025478433494226	TRUE
ENSMUSG00000026786	Apbb1ip	chr2	protein_coding	-1.0736348656039	NA	FALSE	-0.644765078335902	NA	FALSE	-0.602791467963057	0.654701106444779	FALSE	0.960125782895088	0.291699280979703	FALSE
ENSMUSG00000026784	Pdss1	chr2	protein_coding	0.0676440998721271	0.906972683731493	FALSE	0.146693475318428	0.999999618177928	FALSE	0.0842502749027115	0.724615718785092	FALSE	0.00687418682056158	0.981225423602584	FALSE
ENSMUSG00000058835	Abi1	chr2	protein_coding	-0.0885346944404624	0.672858881973328	FALSE	-0.14058316729258	0.716410933039469	FALSE	-0.0465519774600439	0.701145295984423	FALSE	-0.0637647473571708	0.573157202821358	FALSE
ENSMUSG00000026781	Acbd5	chr2	protein_coding	0.0530410484912359	0.901715485399573	FALSE	0.0166229175240712	0.999999618177928	FALSE	0.0889404309559274	0.615100459872806	FALSE	0.121856974190809	0.462549071215537	FALSE
ENSMUSG00000026779	Mastl	chr2	protein_coding	-0.073423808702399	0.796166521773138	FALSE	0.0162117895014281	0.999999618177928	FALSE	0.157661099611049	0.183461635991481	FALSE	-0.107906815468493	0.409194971173249	FALSE
ENSMUSG00000026775	Yme1l1	chr2	protein_coding	-0.118650175510897	0.121545372048331	FALSE	-0.0537354022773855	0.999999618177928	FALSE	0.0907376860790952	0.148847720617733	FALSE	0.053141959137889	0.474491141553306	FALSE
ENSMUSG00000026774	Potegl	chr2	protein_coding	1.32141040856283	NA	FALSE	NA	NA	FALSE	2.47480506894838	NA	FALSE	NA	NA	FALSE
ENSMUSG00000069132	Nxph2	chr2	protein_coding	2.17795464259384	NA	FALSE	NA	NA	FALSE	-1.54272656936128	NA	FALSE	-0.532849914045406	NA	FALSE
ENSMUSG00000026771	Spopl	chr2	protein_coding	-0.0857051260063009	0.851787807484698	FALSE	0.0272569448260772	0.999999618177928	FALSE	0.0617134250270657	0.769321848629406	FALSE	0.0954691650469933	0.612390290320428	FALSE
ENSMUSG00000026986	Hnmt	chr2	protein_coding	-1.18792780492379	NA	FALSE	0.467100784855148	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000061809	Tbpl2	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026985	Il1f8	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000044103	Il1f9	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026984	Il1f6	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026983	Il1f5	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000046845	Il1f10	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026981	Il1rn	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026979	Psd4	chr2	protein_coding	-0.39699040368454	NA	FALSE	-0.281196600663457	NA	FALSE	0.715462767530866	0.429869728376421	FALSE	0.831745567567319	0.304672767053437	FALSE
ENSMUSG00000026976	Pax8	chr2	protein_coding	-2.26451029619882	NA	FALSE	0.17716546002577	NA	FALSE	1.14176698138594	0.575604553702518	FALSE	1.81193579784007	0.250582814838202	FALSE
ENSMUSG00000004113	Cacna1b	chr2	protein_coding	-0.57733073659898	0.183404759869694	FALSE	-0.234820391721256	0.999999618177928	FALSE	0.440902242156999	0.00693004628037269	FALSE	0.421272826630263	0.00963382667283839	FALSE
ENSMUSG00000036893	Ehmt1	chr2	protein_coding	0.00784102024364845	0.970500199567503	FALSE	-0.0363074471521305	0.999999618177928	FALSE	-0.202237808371045	0.000685156227647636	FALSE	-0.203947869718556	0.000951649147242691	FALSE
ENSMUSG00000026972	Arrdc1	chr2	protein_coding	0.425351228239753	0.618200232985032	FALSE	0.841827540481558	0.274592729102668	FALSE	0.655527265082299	0.00240770933153319	FALSE	0.678753031659902	0.00135043625992175	FALSE
ENSMUSG00000026974	Zmynd19	chr2	protein_coding	-0.169330968136525	0.165825082482712	FALSE	0.0587906418858753	0.999999618177928	FALSE	0.201840969024115	0.00886854414435607	FALSE	0.127864182411746	0.138763719846985	FALSE
ENSMUSG00000026975	Dph7	chr2	protein_coding	-0.0219459828057752	0.96927809699518	FALSE	0.179655606320637	0.948672752089182	FALSE	0.032675988670423	0.889613835278466	FALSE	-0.148189097014739	0.456454038818423	FALSE
ENSMUSG00000036850	Mrpl41	chr2	protein_coding	0.0448181327923794	0.929772306024293	FALSE	0.0518829939273777	0.999999618177928	FALSE	0.00709198463483049	0.981139302734291	FALSE	0.116509080689631	0.583159885695975	FALSE
ENSMUSG00000036833	Pnpla7	chr2	protein_coding	-0.201932245706695	0.626063420720711	FALSE	-0.0147275354712561	0.999999618177928	FALSE	-0.140570313319473	0.631010631074331	FALSE	-0.0923114152863083	0.756929925051333	FALSE
ENSMUSG00000006476	Nsmf	chr2	protein_coding	0.0516979850941088	0.905651774345197	FALSE	-0.0147370057510451	0.999999618177928	FALSE	-0.0392999250201776	0.852601291328615	FALSE	-0.079764782244272	0.68739166288703	FALSE
ENSMUSG00000036813	Entpd8	chr2	protein_coding	-2.28945735495532	NA	FALSE	0.820147484787005	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000036805	Noxa1	chr2	protein_coding	-2.22639764134461	NA	FALSE	-3.53273163892268	NA	FALSE	2.61150556304424	NA	FALSE	2.74245113288548	NA	FALSE
ENSMUSG00000078202	Nrarp	chr2	protein_coding	-0.573239074632566	1.38222592128988e-13	FALSE	-0.0413619064694703	0.999999618177928	FALSE	-2.41621792526901	2.16017495086522e-179	TRUE	-2.03196911332042	6.55297415641239e-125	TRUE
ENSMUSG00000059555	Tor4a	chr2	protein_coding	-0.49713746177401	0.557292979403556	FALSE	-0.235567968174631	0.999999618177928	FALSE	0.143013920829632	0.650811477055862	FALSE	0.554673654192155	0.0126808525087191	FALSE
ENSMUSG00000013465	Nelfb	chr2	protein_coding	0.026910056854068	0.927579992414995	FALSE	0.0190509844955915	0.999999618177928	FALSE	-0.105883011144203	0.246429956644385	FALSE	-0.153839137068651	0.0765976540563978	FALSE
ENSMUSG00000036770	Stpg3	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	-0.0164175929051513	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026969	Fam166a	chr2	protein_coding	1.32141040856283	NA	FALSE	0.857963167702402	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000036752	Tubb4b	chr2	protein_coding	-0.154563418612843	0.001986652688719	FALSE	0.0299192203301696	0.999999618177928	FALSE	0.488981271617856	1.71023743183126e-43	FALSE	0.601691436876867	8.01495969897424e-52	FALSE
ENSMUSG00000006469	Slc34a3	chr2	protein_coding	NA	NA	FALSE	-0.114704626930321	NA	FALSE	4.2702821954189	NA	FALSE	3.34238354878501	NA	FALSE
ENSMUSG00000089953	Rnf224	chr2	protein_coding	-3.71524767842113	NA	FALSE	-2.15227337685476	NA	FALSE	0.378002827376613	0.908092780613635	FALSE	1.27779752249367	0.546451018205086	FALSE
ENSMUSG00000036731	Cysrt1	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	-2.4118989724979	NA	FALSE	-1.1623141706974	NA	FALSE
ENSMUSG00000044628	Rnf208	chr2	protein_coding	0.441790321795651	0.782744218367932	FALSE	0.714044748575917	0.96547267964631	FALSE	0.41650492950451	0.395654903465736	FALSE	0.363766118929067	0.470736095975168	FALSE
ENSMUSG00000006471	Ndor1	chr2	protein_coding	-0.0186129489719834	0.958553349792276	FALSE	0.0261770734029052	0.999999618177928	FALSE	0.00926367024857884	0.950601062181082	FALSE	-0.255567430381755	0.0173281142899626	FALSE
ENSMUSG00000078201	Tmem203	chr2	protein_coding	0.225720274152487	0.786376998795316	FALSE	0.107702161750762	0.999999618177928	FALSE	-0.215498712228659	0.668572551500794	FALSE	0.120351487893016	0.802428303522622	FALSE
ENSMUSG00000048707	Tprn	chr2	protein_coding	-0.0677123269421504	0.907867761626358	FALSE	-0.0105313675844151	0.999999618177928	FALSE	0.139045317750545	0.584821824855621	FALSE	0.188066719536428	0.420433574048526	FALSE
ENSMUSG00000026966	Ssna1	chr2	protein_coding	0.0472338125645861	0.91257480311549	FALSE	0.0311531421661611	0.999999618177928	FALSE	-0.101357405293593	0.547513475724003	FALSE	-0.0382415511052038	0.838848025948984	FALSE
ENSMUSG00000026965	Anapc2	chr2	protein_coding	-0.0265356389746413	0.905622792952815	FALSE	-0.0350639130626833	0.999999618177928	FALSE	-0.167354656651177	0.0361399167788964	FALSE	-0.0697374016219389	0.465428534845159	FALSE
ENSMUSG00000026963	Tmem210	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026961	Lrrc26	chr2	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026959	Grin1	chr2	protein_coding	-0.017387883576609	NA	FALSE	-0.348771972611582	NA	FALSE	0.115456833631396	0.943917796191861	FALSE	0.137365396497306	0.933690141821503	FALSE
ENSMUSG00000036646	Man1b1	chr2	protein_coding	0.0357504883432938	0.863043770643657	FALSE	-0.0284793166510144	0.999999618177928	FALSE	-0.191790490324589	0.00884490932632585	FALSE	-0.199665883039365	0.00811087860018979	FALSE
ENSMUSG00000026958	Dpp7	chr2	protein_coding	0.390236785416908	0.331284141212832	FALSE	0.267822786329939	0.999999618177928	FALSE	0.0408939548746718	0.89901236333054	FALSE	-0.127875680886963	0.655341761181311	FALSE
ENSMUSG00000026956	Uap1l1	chr2	protein_coding	0.283546857922554	0.485254431647021	FALSE	0.0437575763426172	0.999999618177928	FALSE	-0.651745268322389	1.62132142486613e-05	FALSE	-0.171467592612097	0.295739354987123	FALSE
ENSMUSG00000026955	Sapcd2	chr2	protein_coding	0.379099845402926	0.0341943936138009	FALSE	0.07180316594547	0.999999618177928	FALSE	-0.491863802233503	0.000325435281952875	FALSE	-0.339931919177145	0.0152126986339376	FALSE
ENSMUSG00000015085	Entpd2	chr2	protein_coding	-0.289847687718039	NA	FALSE	-0.205561923494722	NA	FALSE	-0.457213961919487	0.690206806521601	FALSE	0.408267015547531	0.667120403726141	FALSE
ENSMUSG00000015094	Npdc1	chr2	protein_coding	0.609040401585514	0.122845917224778	FALSE	0.315021538426427	0.999999618177928	FALSE	0.316920849374191	0.0571315288762534	FALSE	0.448337807830773	0.00318600607637645	FALSE
